series_id,dimension_key,dimension_value,scraped_at
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT_INTERIM.levels.Q,measurement,levels,2025-07-13T17:39:01.870905
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT_INTERIM.levels.Q,sector,TOT_INTERIM,2025-07-13T17:39:01.870957
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TZ.levels.Q,freq,Q,2025-07-13T17:39:01.897515
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.897586
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TZ.levels.Q,measurement,levels,2025-07-13T17:39:01.897592
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TZ.levels.Q,sector,TZ,2025-07-13T17:39:01.897596
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT.levels.Q,freq,Q,2025-07-13T17:39:01.923939
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.924028
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT.levels.Q,measurement,levels,2025-07-13T17:39:01.924036
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT.levels.Q,sector,TOT,2025-07-13T17:39:01.924087
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.Tert_March.levels.Q,freq,Q,2025-07-13T17:39:01.970734
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.Tert_March.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.970823
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.Tert_March.levels.Q,measurement,levels,2025-07-13T17:39:01.970830
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.Tert_March.levels.Q,sector,Tert_March,2025-07-13T17:39:01.970920
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ASSOC.levels.Q,freq,Q,2025-07-13T17:39:02.013708
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ASSOC.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.013789
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ASSOC.levels.Q,measurement,levels,2025-07-13T17:39:02.013886
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ASSOC.levels.Q,sector,ASSOC,2025-07-13T17:39:02.013892
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BTP.levels.Q,freq,Q,2025-07-13T17:39:02.078122
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BTP.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.078188
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BTP.levels.Q,measurement,levels,2025-07-13T17:39:02.078195
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BTP.levels.Q,sector,BTP,2025-07-13T17:39:02.078199
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BZ.levels.Q,freq,Q,2025-07-13T17:39:02.134820
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.134900
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BZ.levels.Q,measurement,levels,2025-07-13T17:39:02.134910
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.BZ.levels.Q,sector,BZ,2025-07-13T17:39:02.134931
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CA.levels.Q,freq,Q,2025-07-13T17:39:02.187904
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CA.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.187994
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CA.levels.Q,measurement,levels,2025-07-13T17:39:02.188003
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CA.levels.Q,sector,CA,2025-07-13T17:39:02.188008
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CAISSE_CONGES.levels.Q,freq,Q,2025-07-13T17:39:02.236001
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CAISSE_CONGES.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.236173
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CAISSE_CONGES.levels.Q,measurement,levels,2025-07-13T17:39:02.236182
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CAISSE_CONGES.levels.Q,sector,CAISSE_CONGES,2025-07-13T17:39:02.236187
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CD.levels.Q,freq,Q,2025-07-13T17:39:02.360752
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CD.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.360826
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CD.levels.Q,measurement,levels,2025-07-13T17:39:02.360881
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CD.levels.Q,sector,CD,2025-07-13T17:39:02.360886
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CB.levels.Q,freq,Q,2025-07-13T17:39:02.406236
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CB.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.406312
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CB.levels.Q,measurement,levels,2025-07-13T17:39:02.406320
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CB.levels.Q,sector,CB,2025-07-13T17:39:02.406325
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CC.levels.Q,freq,Q,2025-07-13T17:39:02.524483
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CC.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.524580
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CC.levels.Q,measurement,levels,2025-07-13T17:39:02.524682
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CC.levels.Q,sector,CC,2025-07-13T17:39:02.524689
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CE.levels.Q,freq,Q,2025-07-13T17:39:02.649947
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CE.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.650039
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CE.levels.Q,measurement,levels,2025-07-13T17:39:02.650141
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CE.levels.Q,sector,CE,2025-07-13T17:39:02.650148
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CF.levels.Q,freq,Q,2025-07-13T17:39:02.693963
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CF.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.694119
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CF.levels.Q,measurement,levels,2025-07-13T17:39:02.694142
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CF.levels.Q,sector,CF,2025-07-13T17:39:02.694147
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CG.levels.Q,freq,Q,2025-07-13T17:39:02.724822
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CG.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.724883
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CG.levels.Q,measurement,levels,2025-07-13T17:39:02.724889
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CG.levels.Q,sector,CG,2025-07-13T17:39:02.724894
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CI.levels.Q,freq,Q,2025-07-13T17:39:02.785769
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CI.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.785859
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CI.levels.Q,measurement,levels,2025-07-13T17:39:02.785868
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CI.levels.Q,sector,CI,2025-07-13T17:39:02.785873
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CJ.levels.Q,freq,Q,2025-07-13T17:39:02.836493
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CJ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.836592
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CJ.levels.Q,measurement,levels,2025-07-13T17:39:02.836601
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CJ.levels.Q,sector,CJ,2025-07-13T17:39:02.836606
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CM.levels.Q,freq,Q,2025-07-13T17:39:02.895019
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CM.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.895173
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CM.levels.Q,measurement,levels,2025-07-13T17:39:02.895182
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CM.levels.Q,sector,CM,2025-07-13T17:39:02.895187
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CL.levels.Q,freq,Q,2025-07-13T17:39:02.936165
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CL.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.936271
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CL.levels.Q,measurement,levels,2025-07-13T17:39:02.936280
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CL.levels.Q,sector,CL,2025-07-13T17:39:02.936285
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CH.levels.Q,freq,Q,2025-07-13T17:39:02.983598
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CH.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:02.983691
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CH.levels.Q,measurement,levels,2025-07-13T17:39:02.983700
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CH.levels.Q,sector,CH,2025-07-13T17:39:02.983705
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CK.levels.Q,freq,Q,2025-07-13T17:39:03.023377
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CK.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.023428
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CK.levels.Q,measurement,levels,2025-07-13T17:39:03.023433
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CK.levels.Q,sector,CK,2025-07-13T17:39:03.023437
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CONC_INSEE.levels.Q,freq,Q,2025-07-13T17:39:03.083054
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CONC_INSEE.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.083130
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CONC_INSEE.levels.Q,measurement,levels,2025-07-13T17:39:03.083181
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.CONC_INSEE.levels.Q,sector,CONC_INSEE,2025-07-13T17:39:03.083186
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.EZ.levels.Q,freq,Q,2025-07-13T17:39:03.139633
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.EZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.139714
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.EZ.levels.Q,measurement,levels,2025-07-13T17:39:03.139721
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.EZ.levels.Q,sector,EZ,2025-07-13T17:39:03.139726
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.DZ.levels.Q,freq,Q,2025-07-13T17:39:03.178321
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.DZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.178398
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.DZ.levels.Q,measurement,levels,2025-07-13T17:39:03.178405
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.DZ.levels.Q,sector,DZ,2025-07-13T17:39:03.178409
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.FZ.levels.Q,freq,Q,2025-07-13T17:39:03.209806
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.FZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.209889
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.FZ.levels.Q,measurement,levels,2025-07-13T17:39:03.209896
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.FZ.levels.Q,sector,FZ,2025-07-13T17:39:03.209901
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.HZ.levels.Q,freq,Q,2025-07-13T17:39:03.278606
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.HZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.278682
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.HZ.levels.Q,measurement,levels,2025-07-13T17:39:03.278689
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.HZ.levels.Q,sector,HZ,2025-07-13T17:39:03.278693
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.GZ.levels.Q,freq,Q,2025-07-13T17:39:03.324397
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.GZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.324482
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.GZ.levels.Q,measurement,levels,2025-07-13T17:39:03.324540
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.GZ.levels.Q,sector,GZ,2025-07-13T17:39:03.324546
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INDUSTRIE.levels.Q,freq,Q,2025-07-13T17:39:03.363640
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INDUSTRIE.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.363735
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INDUSTRIE.levels.Q,measurement,levels,2025-07-13T17:39:03.363743
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INDUSTRIE.levels.Q,sector,INDUSTRIE,2025-07-13T17:39:03.363747
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INTERIM.levels.Q,freq,Q,2025-07-13T17:39:03.450102
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INTERIM.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.450295
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INTERIM.levels.Q,measurement,levels,2025-07-13T17:39:03.450370
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.INTERIM.levels.Q,sector,INTERIM,2025-07-13T17:39:03.450377
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ISBLSM.levels.Q,freq,Q,2025-07-13T17:39:03.479172
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ISBLSM.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.479322
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ISBLSM.levels.Q,measurement,levels,2025-07-13T17:39:03.479331
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.ISBLSM.levels.Q,sector,ISBLSM,2025-07-13T17:39:03.479345
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JA.levels.Q,freq,Q,2025-07-13T17:39:03.515393
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JA.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.515473
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JA.levels.Q,measurement,levels,2025-07-13T17:39:03.515480
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JA.levels.Q,sector,JA,2025-07-13T17:39:03.515483
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.IZ.levels.Q,freq,Q,2025-07-13T17:39:03.552717
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.IZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.552819
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.IZ.levels.Q,measurement,levels,2025-07-13T17:39:03.552826
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.IZ.levels.Q,sector,IZ,2025-07-13T17:39:03.552830
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JB.levels.Q,freq,Q,2025-07-13T17:39:03.597350
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JB.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.597442
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JB.levels.Q,measurement,levels,2025-07-13T17:39:03.597450
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JB.levels.Q,sector,JB,2025-07-13T17:39:03.597455
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.KZ.levels.Q,freq,Q,2025-07-13T17:39:03.646719
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.KZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.646895
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.KZ.levels.Q,measurement,levels,2025-07-13T17:39:03.646905
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.KZ.levels.Q,sector,KZ,2025-07-13T17:39:03.646924
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JC.levels.Q,freq,Q,2025-07-13T17:39:03.690763
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JC.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.690854
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JC.levels.Q,measurement,levels,2025-07-13T17:39:03.690862
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.JC.levels.Q,sector,JC,2025-07-13T17:39:03.690867
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MA.levels.Q,freq,Q,2025-07-13T17:39:03.749889
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MA.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.749963
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MA.levels.Q,measurement,levels,2025-07-13T17:39:03.749970
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MA.levels.Q,sector,MA,2025-07-13T17:39:03.749973
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.LZ.levels.Q,freq,Q,2025-07-13T17:39:03.817097
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.LZ.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.817198
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.LZ.levels.Q,measurement,levels,2025-07-13T17:39:03.817208
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.LZ.levels.Q,sector,LZ,2025-07-13T17:39:03.817214
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MB.levels.Q,freq,Q,2025-07-13T17:39:03.868216
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MB.levels.Q,indicator,workforce_not_seasonally_adjusted,2025-07-13T17:39:03.868310
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MB.levels.Q,measurement,levels,2025-07-13T17:39:03.868320
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/workforce_not_seasonally_adjusted.MB.levels.Q,sector,MB,2025-07-13T17:39:03.868325
